rn,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0030900,BP,GO:0030900,forebrain development,82/2907,407/18870,0.0056725035220889,0.0396016202714795,0.0316319670702986,PAX6/ASPM/PITX1/NOTCH3/SEMA3A/WDR62/DCT/TYRO3/E2F1/SALL1/RPGRIP1L/APLP1/DLX5/GHRHR/EZH2/LHX2/CXCL12/DKK1/SLC1A2/MDK/PLXNA1/OTX1/ID2/VAX2/SLC2A1/KIF14/STIL/ATP1B2/PLXNA3/BCAN/EPHB2/WNT2B/SLC38A2/TBX3/EMX1/TUBB2B/SEMA7A/ANXA3/LEF1/SSTR1/IGF1R/SLC6A3/SLC4A10/DLX1/SRD5A1/SLC7A11/WNT3A/LRP8/IGF2BP1/CHRNB2/PITX2/SLITRK5/AVPR1A/DPCD/TUBA1A/MFSD2A/ATF5/SEMA3E/CDK5R2/OTP/DAB1/BBS1/BNIP3/OXTR/EPHB3/TSKU/SCN5A/PCDH9/DRD1/NRG3/RTN4RL1/TAL2/WNT7B/FLNA/SRC/POU3F3/ADGRG1/AQP1/NEFL/SRD5A2/SSTR3/ARHGAP11B,82
GO:0010975,BP,GO:0010975,regulation of neuron projection development,90/2907,453/18870,0.00580254499449545,0.0404622688835271,0.0323194139062806,ITGA3/PAX6/FSTL4/CAMK2B/TRPC5/CRMP1/SEMA3A/SEMA3C/MAP2/CHRNA3/NRCAM/SEMA6A/HDAC6/BMP7/NDRG4/EZH2/LIMK1/NCS1/CXCL12/DKK1/MDK/CUX2/BMP5/PTK7/DBN1/KAT2B/PLXNA1/PRRX1/SPP1/TRIM67/BCL11A/TNN/ATP1B2/APOE/EPO/PLXNA3/SERPINF1/SNAP25/ATP8A2/EPHB2/ADGRB3/EPHA7/KIAA0319/TUBB2B/ZNF365/SEMA7A/IGF1R/ADCY10/CRABP2/SPOCK1/THY1/WNT3A/LRP8/DPYSL5/CHRNB2/TRIM46/FAT3/RET/ISLR2/KLK6/MFSD2A/SHOX2/MINAR1/SDC2/NLGN1/SEMA3E/ZNF296/TANC2/LPAR3/MBOAT1/DAB1/BRSK2/ATOH7/RGMA/EPHB3/TSKU/EFHC2/EFNA5/INPP5J/ROR1/RTN4RL1/MAPT/ALKAL2/FLNA/KEL/PLXNB3/NEU4/DDR1/GPC2/NEFL,90
GO:0098773,BP,GO:0098773,skin epidermis development,31/2907,128/18870,0.00594937336074845,0.0413067981861743,0.0329939853735111,CYP26B1/CDH3/DLX3/NGFR/PLA2G10/TGFB2/FERMT1/FA2H/LHX2/DKK1/FOXN1/STMN1/MSX2/HOXC13/SOX21/SOX9/TNFRSF19/KRT17/LAMA5/WNT10A/ABCA12/IL18/APCDD1/SFN/FOXE1/ALOXE3/ALOX12B/KRT16/CLDN4/PDGFA/FOXI3,31
GO:0009395,BP,GO:0009395,phospholipid catabolic process,16/2907,54/18870,0.00595127194325293,0.0413067981861743,0.0329939853735111,PLA2G10/SCARB1/LIPG/APOC1/PNPLA7/SMPDL3B/ANGPTL3/IDH1/APOA2/PLA2G4D/ABHD6/LIPC/PLA2G4F/ENPP7/PLA2G4E/APOC2,16
GO:0050873,BP,GO:0050873,brown fat cell differentiation,16/2907,54/18870,0.00595127194325293,0.0413067981861743,0.0329939853735111,ADRB1/BMP7/ALDH6A1/SIX1/NUDT7/PRDM16/PLAC8/FNDC5/PEX11A/ADRB2/LRG1/BNIP3/SLC2A4/LAMB3/EBF2/CEBPA,16
GO:0086009,BP,GO:0086009,membrane repolarization,16/2907,54/18870,0.00595127194325293,0.0413067981861743,0.0329939853735111,KCNQ1/KCNH2/ATP1B3/KCNN2/KCNJ8/ATP1B2/ADCY10/ATP1A1/CACNB3/KCND3/KCNH6/KCNE1/SCN5A/KCND2/KCNH7/FLNA,16
GO:0010907,BP,GO:0010907,positive regulation of glucose metabolic process,14/2907,45/18870,0.00611422467238222,0.0423395905264616,0.0338189327639075,IGF1/GCK/GPLD1/KAT2B/RGN/PMAIP1/ADCY10/FOXO1/GPT2/NNMT/GPT/PPARA/SRC/PPP1R3G,14
GO:0042596,BP,GO:0042596,fear response,14/2907,45/18870,0.00611422467238222,0.0423395905264616,0.0338189327639075,MAPK8IP2/ADRB1/ASIC4/MDK/ASIC1/DBH/APOE/EPHB2/GRP/LYPD1/ADRA2A/NPAS2/DRD1/DPP4,14
GO:0019233,BP,GO:0019233,sensory perception of pain,21/2907,78/18870,0.00618169564158085,0.0427079503736469,0.0341131617998992,LXN/CHRNA4/TRPA1/GRIN2D/CXCL12/CALCA/HOXB8/MMP24/ANO1/SPX/PTGES/RETREG1/CHRNB2/ADORA1/ITGA2/TMEM100/ALOXE3/GRIN2A/KCND2/AQP1/MC1R,21
GO:0044042,BP,GO:0044042,glucan metabolic process,21/2907,78/18870,0.00618169564158085,0.0427079503736469,0.0341131617998992,IGF1/GYG2/PYGL/PYGB/GCK/GYS2/GBE1/LEPR/ACADM/STBD1/PPP1R3C/GNMT/PPP1R1A/KHK/ADCY10/AGL/UGP2/PPP1R3B/ENPP1/GCGR/PPP1R3G,21
GO:1901655,BP,GO:1901655,cellular response to ketone,26/2907,103/18870,0.00635104688024143,0.0437850026217289,0.0349734619848604,CFTR/PAX6/TNC/ADCY2/PCK2/SLC5A5/SCNN1A/SPP1/KLF9/PTGFR/PCK1/ASS1/SERPINF1/POSTN/FDX1/IGF1R/SRD5A1/ACE/ADCY1/FBP1/GJB2/AR/FOS/EFNA5/SRC/AQP1,26
GO:0048384,BP,GO:0048384,retinoic acid receptor signaling pathway,11/2907,32/18870,0.00635954659506642,0.0437850026217289,0.0349734619848604,CYP26B1/CYP26A1/EZH2/RXRG/THRB/DHRS3/RARG/CTBP2/PRAME/RXRA/TRIM16,11
GO:0140058,BP,GO:0140058,neuron projection arborization,11/2907,32/18870,0.00635954659506642,0.0437850026217289,0.0349734619848604,SEMA3A/SULT4A1/PAK6/ZNF365/TPBG/GRIP1/IGF2BP1/TUBA1A/MFSD2A/NLGN1/CHRNA7,11
GO:0043279,BP,GO:0043279,response to alkaloid,24/2907,93/18870,0.00637791537974111,0.0438609973758518,0.0350341631264666,RAD51/CACNG4/SLC1A2/BCHE/RGS4/MYRF/PRKCG/ADORA2A/SLC34A1/PPP1R1B/HTR1B/IGF1R/SLC6A3/CCNA2/CRHBP/CHEK1/SLC6A1/CHRNB2/EN1/OXTR/NQO1/ABAT/DRD1/BLM,24
GO:0060048,BP,GO:0060048,cardiac muscle contraction,33/2907,139/18870,0.00640521384885156,0.0439981566678288,0.0351437197096937,DSG2/KCNQ1/KCNH2/ABCC9/KCNN2/MYLK2/PPP1R13L/FGF12/TNNT2/ADRA1A/KCNJ8/TNNI3/TNNI2/HCN4/PDE5A/ADCY10/GJA1/STC1/BMP10/ATP1A1/ADORA1/CACNB2/SCN3B/ADRA1B/KCND3/KCNE1/GJC1/NKX2-5/CTNNA3/SCN5A/ATP2A1/FLNA/DMD,33
GO:0006555,BP,GO:0006555,methionine metabolic process,7/2907,16/18870,0.00647201642476742,0.0441025902840358,0.0352271365165377,MTHFD1/GNMT/BHMT2/BHMT/MAT1A/MSRA/ADI1,7
GO:0006855,BP,GO:0006855,xenobiotic transmembrane transport,7/2907,16/18870,0.00647201642476742,0.0441025902840358,0.0352271365165377,ABCC2/ABCB11/ABCC4/SLC28A2/SLC47A1/ABCA3/SLC28A3,7
GO:0009173,BP,GO:0009173,pyrimidine ribonucleoside monophosphate metabolic process,7/2907,16/18870,0.00647201642476742,0.0441025902840358,0.0352271365165377,UPP2/UPB1/DHODH/UCK2/DPYS/CDA/DPYD,7
GO:0046135,BP,GO:0046135,pyrimidine nucleoside catabolic process,7/2907,16/18870,0.00647201642476742,0.0441025902840358,0.0352271365165377,UPP2/UPB1/AICDA/CDA/APOBEC3B/DPYD/APOBEC3C,7
GO:0048385,BP,GO:0048385,regulation of retinoic acid receptor signaling pathway,7/2907,16/18870,0.00647201642476742,0.0441025902840358,0.0352271365165377,CYP26B1/CYP26A1/EZH2/DHRS3/CTBP2/PRAME/TRIM16,7
GO:0097152,BP,GO:0097152,mesenchymal cell apoptotic process,7/2907,16/18870,0.00647201642476742,0.0441025902840358,0.0352271365165377,PAX2/BMP7/HOXA13/MSX2/SOX9/PAX8/HNF1B,7
GO:2000696,BP,GO:2000696,regulation of epithelial cell differentiation involved in kidney development,7/2907,16/18870,0.00647201642476742,0.0441025902840358,0.0352271365165377,PROM1/PAX2/MMP9/PAX8/LIF/PRKX/CD24,7
GO:0030856,BP,GO:0030856,regulation of epithelial cell differentiation,39/2907,171/18870,0.00667003382973176,0.0454002416419626,0.0362636412034994,PROM1/PAX6/FOXC1/PAX2/TP73/GRHL2/SULT2B1/MMP9/BMP7/JAG1/ESRP1/EZH2/SFRP4/FOXN1/CYP27B1/IL1A/PROC/ERRFI1/MSX2/SOX9/PAX8/OVOL2/LIF/FOXJ1/TBX3/HEY2/ABCA12/XDH/TMEM100/SIX2/SFN/ETV4/ZBED2/PRKX/SPRED3/AJAP1/TRIM16/GDF2/CD24,39
GO:0006829,BP,GO:0006829,zinc ion transport,10/2907,28/18870,0.0067494487338647,0.0458364946364501,0.0366121001872821,SLC39A14/SLC30A3/SLC39A8/SLC39A5/SLC39A6/SLC39A1/TMEM163/SLC30A2/SLC30A1/SLC39A10,10
GO:0060512,BP,GO:0060512,prostate gland morphogenesis,10/2907,28/18870,0.0067494487338647,0.0458364946364501,0.0366121001872821,TNC/ESR1/BMP7/HOXA13/SOX9/SULF1/HOXB13/AR/RARG/SERPINB5,10
GO:0072210,BP,GO:0072210,metanephric nephron development,13/2907,41/18870,0.00680310881391284,0.0461485261152387,0.0368613366931189,SOX8/PAX2/SALL1/SOX9/PAX8/LIF/KIF26B/RET/GREM1/IRX2/SIX2/AQP1/FMN1,13
GO:0003215,BP,GO:0003215,cardiac right ventricle morphogenesis,8/2907,20/18870,0.00695152165651804,0.0468366599898057,0.0374109866294356,SEMA3C/SMARCD3/TGFB2/JAG1/PPP1R13L/SOX4/HEY2/NKX2-5,8
GO:0006525,BP,GO:0006525,arginine metabolic process,8/2907,20/18870,0.00695152165651804,0.0468366599898057,0.0374109866294356,OTC/FAH/AGMAT/ARG1/ASL/ASS1/SLC39A8/NAGS,8
GO:0042359,BP,GO:0042359,vitamin D metabolic process,8/2907,20/18870,0.00695152165651804,0.0468366599898057,0.0374109866294356,CYP24A1/CYP27B1/CYP27A1/CYP1A1/GC/CYP3A4/UGT1A3/UGT1A4,8
GO:0061620,BP,GO:0061620,glycolytic process through glucose-6-phosphate,8/2907,20/18870,0.00695152165651804,0.0468366599898057,0.0374109866294356,PFKP/PKM/GCK/GALK1/ENO3/ENO2/HK1/HK2,8
GO:0071474,BP,GO:0071474,cellular hyperosmotic response,8/2907,20/18870,0.00695152165651804,0.0468366599898057,0.0374109866294356,EFHD1/SLC2A1/PCK1/EPO/FBP1/WNK3/STK39/AQP1,8
GO:0140354,BP,GO:0140354,lipid import into cell,8/2907,20/18870,0.00695152165651804,0.0468366599898057,0.0374109866294356,SLC27A5/SLC2A1/SPX/CD36/STRA6/SLC27A2/ACSL1/ACSL5,8
GO:0030534,BP,GO:0030534,adult behavior,34/2907,145/18870,0.0069821596973646,0.0468554124374742,0.0374259652288735,CHRNA3/CHRNA4/ASIP/GRIN2D/CXCL12/SLC1A2/FGF12/CHRNB4/CCND2/HOXB8/DBH/HOXD9/PPP1R1B/TMOD1/CRHBP/NLGN4X/SLC7A11/UCHL1/CHRNB2/EN1/FXN/SLITRK5/TUBA1A/CHRNA5/SNCG/DAB1/BBS1/CHRNA7/ABAT/CEND1/SEPTIN5/DRD1/PPARA/DMBX1,34
GO:0034114,BP,GO:0034114,regulation of heterotypic cell-cell adhesion,9/2907,24/18870,0.00698563060241132,0.0468554124374742,0.0374259652288735,CD44/CEACAM6/BMP7/APOA1/IL10/IL1RN/FGG/FGA/FGB,9
GO:0061615,BP,GO:0061615,glycolytic process through fructose-6-phosphate,9/2907,24/18870,0.00698563060241132,0.0468554124374742,0.0374259652288735,PFKP/PKM/GCK/GALK1/ENO3/ENO2/HK1/PFKFB1/HK2,9
GO:0090103,BP,GO:0090103,cochlea morphogenesis,9/2907,24/18870,0.00698563060241132,0.0468554124374742,0.0374259652288735,MYO3B/PAX2/MYO3A/HPN/PTK7/SOX9/SIX1/CTHRC1/FZD2,9
GO:0009749,BP,GO:0009749,response to glucose,43/2907,193/18870,0.00704946651374672,0.0472306362281597,0.0377256768697002,GCLC/CFTR/PAX6/MLXIPL/GIPR/NR1H4/PTPRN/RASAL2/PAX2/CPB2/NOX4/PCK2/HNF4A/SLC39A14/FGF21/GYS2/GPLD1/GPAM/ACVR1C/PCK1/SOX4/ANO1/NR0B2/SERPINF1/KHK/IGF1R/PKLR/ABCA12/ADRA2A/KCNB1/APOA2/ACE/VSNL1/SLC2A2/SLC9B2/GPER1/CYP7A1/COL4A3/GPR27/NPTX1/BRSK2/EFNA5/HNF1B,43
GO:0010977,BP,GO:0010977,negative regulation of neuron projection development,33/2907,140/18870,0.00717026590652053,0.0479862426383807,0.0383292207884178,FSTL4/CRMP1/SEMA3A/SEMA3C/MAP2/SEMA6A/HDAC6/DKK1/SPP1/BCL11A/APOE/PLXNA3/EPHB2/EPHA7/KIAA0319/ZNF365/SEMA7A/SPOCK1/THY1/WNT3A/TRIM46/FAT3/MINAR1/NLGN1/SEMA3E/ZNF296/DAB1/RGMA/TSKU/INPP5J/RTN4RL1/FLNA/NEU4,33
GO:0098869,BP,GO:0098869,cellular oxidant detoxification,25/2907,99/18870,0.00731186663692697,0.0488792157416023,0.0390424869528356,MGST1/GSTP1/MGST2/GSTZ1/BMP7/APOA4/CAT/APOE/GCH1/CD36/DUOX1/DUOX2/SOD1/PTGES/FABP1/ALB/GPX8/PRDX3/NQO1/HBA2/APOM/GPX3/GSTA1/HBB/HP,25
GO:0019915,BP,GO:0019915,lipid storage,24/2907,94/18870,0.00734198489603894,0.0490257763761172,0.0391595528994558,DGAT2/PLA2G10/SCARB1/ACACB/APOB/APOA1/ACVR1C/C3/APOE/ANGPTL3/CD36/B4GALNT1/FITM1/PLIN2/CDS1/STARD4/ABCA1/SOAT2/PPARA/ENPP1/CES1/PLIN5/IKBKE/SMIM22,24
GO:0036293,BP,GO:0036293,response to decreased oxygen levels,65/2907,315/18870,0.00747610515982228,0.0498657047616686,0.0398304493640711,F7/RORA/TGFB2/BMP7/CHRNA4/CA9/CXCL12/SLC6A4/CRYAB/P2RX3/STC2/IL1A/SLC2A1/MYB/KCNJ8/CAT/PLAU/ITPR2/PCK1/NDP/SOX4/LIF/EGLN3/CBFA2T3/EPO/POSTN/LOXL2/CYP1A1/PMAIP1/WTIP/PKLR/CCNA2/ALAD/MMP14/PINK1/STC1/HK2/ACE/CBS/CHRNB2/AK4/ADORA1/FABP1/ITGA2/TERT/STOX1/ACAA2/ANGPTL4/FOS/ARNT2/CHRNA7/BNIP3/HSD11B2/OXTR/SLC2A4/ABAT/KCND2/PPARA/KCNJ11/PLEKHN1/SRC/DPP4/ANG/AQP1/CD24,65
GO:0016324,CC,GO:0016324,apical plasma membrane,142/3072,403/19886,4.15856893463181e-23,2.44107996462887e-20,1.96109356075268e-20,CFTR/ZMYND10/ABCB4/PROM1/SLC13A2/CEACAM7/DPEP1/SLC7A9/ABCC2/CD44/RAB27B/USH2A/DSG2/KCNQ1/SLC12A2/ASPM/ATP1B3/ABCB11/SLC13A1/SLCO1A2/CEACAM6/SLC4A11/TF/CDHR5/SLC5A1/UPK3A/SPEF1/SLC52A3/JAG1/ABCC1/AQP8/ANXA13/SLC39A14/CEACAM5/HPN/SIPA1L3/MPDZ/SLC2A9/FOLR1/UPK2/SCNN1A/SLC38A1/SLC17A2/IGFBP2/SLC9A2/PAPPA2/SLC2A1/CA14/ABCG2/EPCAM/ABCC11/CNTFR/SLC17A3/SLC17A1/ABCC4/ATP1B2/SLC6A8/SLC34A1/SLC6A6/ANO1/ACY3/DSG1/CD36/KIAA1614/SLC31A1/SLC22A7/SLCO2B1/DUOX1/ABCG5/PRKG2/ENPEP/SLC39A8/SLC7A1/DUOX2/SLC39A6/SLC16A3/SLC47A1/SLC2A5/ADCY10/ABCG8/SLC4A10/SLC22A3/SLC16A2/SLC5A12/SLC43A1/GJA1/THY1/ENPP3/PROM2/SLC16A1/SLC26A2/SLC28A1/ATP2B2/SLC34A2/KCNB1/STC1/IL6R/PTH1R/MPP3/CD300LG/AQP5/PDPN/VANGL2/ATP1A1/SLC2A2/SLC9B2/AMN/MYO1A/CA4/MTCL1/ADRB2/GP2/PKHD1/MUC13/SLC6A19/SLC26A9/SLC22A1/CHRNA7/MUC20/KCNE1/OXTR/IGSF5/MUC1/CYP4F2/SAPCD2/CYP4F12/CYP4A11/NHS/OTOG/SLC38A3/CLDN4/SLC6A9/AJAP1/SLC39A10/DPP4/SLC34A3/STK39/SLC44A4/AQP1/SLC5A8/FXYD1/SLC6A14,142
GO:0045177,CC,GO:0045177,apical part of cell,154/3072,469/19886,1.93359741876252e-21,5.67510842406799e-19,4.55921917687162e-19,CFTR/ZMYND10/ABCB4/USH1C/PROM1/SLC13A2/CEACAM7/DPEP1/SLC7A9/ABCC2/CD44/RAB27B/USH2A/DSG2/KCNQ1/SLC12A2/ASPM/ATP1B3/ABCB11/FAP/SLC13A1/SLCO1A2/CEACAM6/SLC4A11/TF/EPB41L4B/ITPR3/CDHR5/SLC5A1/UPK3A/SPEF1/SLC52A3/JAG1/ABCC1/AQP8/ANXA13/SLC39A14/CEACAM5/HPN/SIPA1L3/MPDZ/SLC2A9/FOLR1/UPK2/SCNN1A/SLC38A1/SLC17A2/SLC4A9/IGFBP2/SLC9A2/PAPPA2/SLC2A1/CA14/ABCG2/EPCAM/ABCC11/CNTFR/SLC17A3/SLC17A1/ABCC4/SPECC1/ATP1B2/SLC6A8/SLC34A1/SLC6A6/ANO1/ACY3/DSG1/CD36/KIAA1614/SLC31A1/SLC22A7/SLCO2B1/DUOX1/ABCG5/PRKG2/ENPEP/SLC39A8/SLC7A1/DUOXA2/DUOX2/SLC39A6/SLC16A3/SLC47A1/SLC2A5/ADCY10/REN/ABCG8/SLC4A10/SLC22A3/SLC16A2/SLC5A12/SLC43A1/SLC7A11/GJA1/THY1/ENPP3/PROM2/SLC16A1/SLC26A2/SLC28A1/ATP2B2/SLC34A2/KCNB1/STC1/IL6R/PTH1R/MPP3/CD300LG/AQP5/PDPN/VANGL2/ATP1A1/SLC2A2/FABP1/SLC9B2/AMN/MYO1A/CA4/MTCL1/ADRB2/GP2/MYO7B/FRMPD2/PKHD1/MUC13/SLC6A19/SLC26A9/SLC22A1/CHRNA7/MUC20/KCNE1/OXTR/IGSF5/MUC1/CYP4F2/SAPCD2/CYP4F12/CYP4A11/NHS/OTOG/SLC38A3/CLDN4/SLC6A9/AJAP1/SLC39A10/DPP4/SLC34A3/STK39/SLC44A4/AQP1/SLC5A8/FXYD1/SLC6A14,154
GO:0062023,CC,GO:0062023,collagen-containing extracellular matrix,139/3072,429/19886,6.83535709117794e-19,1.33745153750715e-16,1.07447016731499e-16,MARCO/VCAN/TNC/USH2A/COL9A2/LAMA3/ENTPD2/CBLN4/ITIH4/ITIH1/F7/LAMC2/COL17A1/PKM/SPP2/GPC4/COL5A3/APOH/TGFB2/COCH/MMP9/BMP7/F9/SRPX2/CBLN1/FGL1/APLP1/COMP/RARRES2/ECM2/AMBP/CXCL12/VTN/CTSC/HPX/APOA4/APOC3/MDK/COL9A1/KNG1/HRG/COL7A1/PRG4/MFAP2/SERPINC1/APOA1/LTBP2/TNN/CLU/A1BG/PLG/ITIH5/COL10A1/NDP/CFP/PZP/APOE/LAMA5/FIBCD1/ANGPTL6/F12/LGALS3/MATN3/SERPINF1/ITGB4/BCAN/APCS/ANGPTL3/POSTN/LOXL2/ADAMDEC1/WNT2B/COL4A2/LAMC1/SERPINE2/IGFBPL1/TINAG/SULF1/LOXL4/SEMA7A/FRAS1/INHBE/PCSK6/HAPLN3/FCN3/COL8A1/AHSG/HAPLN1/HMCN2/SERPING1/ITIH2/ACAN/LAD1/FCN2/AZGP1/COL26A1/ADAMTS9/EDIL3/CTHRC1/VWA2/GREM1/SERPINF2/ANGPTL4/NPNT/LGALS9/COL4A3/COL22A1/SDC2/FGG/FGA/FGB/MST1/ZG16/A2M/GPC5/F2/ANXA2/COL18A1/EFNA5/COL4A1/AGRN/ZP3/SERPINA5/COL25A1/S100A4/LAMB3/SERPINA1/S100A6/SMOC1/EGFL6/COL15A1/PRSS1/COL6A6/GPC2/ANG/ORM2/ORM1/ANXA8/MMP28,139
GO:0045178,CC,GO:0045178,basal part of cell,106/3072,301/19886,1.49718805341047e-17,2.19712346837986e-15,1.76510591559971e-15,ITGA3/SLC6A13/CD44/ANK1/HOMER3/KCNQ1/ATP2C2/SLC12A2/ATP1B3/FAP/CDH17/DLG3/SLC27A5/SLCO1A2/AURKA/SLC4A11/ABCC6/TF/SLC10A1/SPEF1/VSIG1/NDRG4/ABCC1/AQP8/AQP9/SLC39A14/SLC1A5/CEACAM5/CA9/SLC2A9/FOLR1/LIN7A/SLC6A12/SLC38A1/SLCO1B3/SLC16A10/SLC4A9/LEPR/SLC2A1/SLC8A2/CA14/EPCAM/LRP1/ABCC4/SLC6A6/ITGB4/RHBG/SLCO1B1/SLC31A1/SLC22A7/SLCO2B1/SLC39A8/MTTP/PIANP/SLC7A1/SLC39A5/ABCA8/SLC14A1/SLC16A3/SLC47A1/ADCY10/SLC4A10/ITGA9/SLC26A1/SLC22A3/ST14/SLC22A9/ADRA2A/KCNJ16/PROM2/SLC16A1/ATP2B2/SLC13A3/CD1D/ACE/PTH1R/CD300LG/AQP5/PLPP3/PDPN/ATP1A1/ADORA1/SLC51A/SLC9B2/HPGD/ITGA2/ABCA1/CDH16/MYO1A/ADAM9/FRMPD2/SLC30A1/SLC22A1/MUC20/CLDN7/ANXA2/TACSTD2/KRT14/SLC38A3/CLDN4/SLC6A9/AJAP1/ENPP1/STK39/AQP1/EPPK1,106
GO:0009925,CC,GO:0009925,basal plasma membrane,101/3072,282/19886,2.31001874246055e-17,2.71196200364869e-15,2.17871241394174e-15,ITGA3/SLC6A13/CD44/ANK1/KCNQ1/ATP2C2/SLC12A2/ATP1B3/CDH17/DLG3/SLC27A5/SLCO1A2/AURKA/SLC4A11/ABCC6/TF/SLC10A1/SPEF1/VSIG1/NDRG4/ABCC1/AQP8/AQP9/SLC39A14/SLC1A5/CEACAM5/CA9/SLC2A9/FOLR1/LIN7A/SLC6A12/SLC38A1/SLCO1B3/SLC16A10/SLC4A9/LEPR/SLC2A1/SLC8A2/CA14/EPCAM/LRP1/ABCC4/SLC6A6/ITGB4/RHBG/SLCO1B1/SLC31A1/SLC22A7/SLCO2B1/SLC39A8/MTTP/PIANP/SLC7A1/SLC39A5/ABCA8/SLC14A1/SLC16A3/SLC47A1/SLC4A10/ITGA9/SLC26A1/SLC22A3/ST14/SLC22A9/ADRA2A/KCNJ16/PROM2/SLC16A1/ATP2B2/SLC13A3/CD1D/ACE/PTH1R/CD300LG/AQP5/PLPP3/PDPN/ATP1A1/ADORA1/SLC51A/SLC9B2/HPGD/ABCA1/CDH16/MYO1A/ADAM9/FRMPD2/SLC30A1/SLC22A1/MUC20/CLDN7/ANXA2/TACSTD2/SLC38A3/CLDN4/SLC6A9/AJAP1/ENPP1/STK39/AQP1/EPPK1,101
GO:0016323,CC,GO:0016323,basolateral plasma membrane,91/3072,249/19886,2.06489864840371e-16,2.0201591776883e-14,1.62293788506116e-14,ITGA3/SLC6A13/CD44/ANK1/KCNQ1/ATP2C2/SLC12A2/ATP1B3/CDH17/DLG3/AURKA/SLC4A11/ABCC6/SLC10A1/SPEF1/VSIG1/NDRG4/ABCC1/AQP8/AQP9/SLC39A14/CEACAM5/CA9/SLC2A9/FOLR1/LIN7A/SLC6A12/SLC38A1/SLCO1B3/SLC16A10/SLC4A9/LEPR/SLC2A1/SLC8A2/CA14/EPCAM/LRP1/ABCC4/SLC6A6/RHBG/SLCO1B1/SLC31A1/SLC22A7/SLCO2B1/SLC39A8/MTTP/PIANP/SLC7A1/SLC39A5/ABCA8/SLC14A1/SLC16A3/SLC47A1/SLC4A10/SLC26A1/SLC22A3/ST14/SLC22A9/ADRA2A/KCNJ16/PROM2/SLC16A1/ATP2B2/SLC13A3/CD1D/PTH1R/CD300LG/PLPP3/PDPN/ATP1A1/ADORA1/SLC51A/SLC9B2/HPGD/ABCA1/CDH16/MYO1A/ADAM9/FRMPD2/SLC30A1/SLC22A1/MUC20/CLDN7/ANXA2/SLC38A3/SLC6A9/AJAP1/ENPP1/STK39/AQP1/EPPK1,91
GO:0072562,CC,GO:0072562,blood microparticle,63/3072,144/19886,4.51478360589603e-16,3.7859685380871e-14,3.04153842923522e-14,CFH/PON1/CP/ITIH4/ITIH1/CD5L/AFM/TF/AMBP/VTN/HPX/APOA4/C9/KNG1/HRG/BCHE/CFHR3/SLC2A1/SERPINC1/APOA1/CLU/A1BG/PLG/C4BPA/C3/PZP/APOE/APCS/CIB2/TMPRSS13/FCN3/ACTA1/AHSG/GC/SERPING1/ITIH2/C8A/APOA2/C1R/FCN2/ALB/SERPINF2/ANGPTL4/FGG/FGA/FGB/A2M/C8G/CPN2/F2/C1S/PROS1/HBA2/PRSS1/C4B/ORM2/ORM1/CFB/CFHR1/C4A/HBB/HP/HPR,63
GO:0005788,CC,GO:0005788,endoplasmic reticulum lumen,97/3072,313/19886,2.71418701055063e-12,1.99153471899152e-10,1.59994181674563e-10,TMEM132A/CD4/VCAN/TNC/CP/COL9A2/F7/ARSF/COL17A1/SPP2/CYP2W1/COL5A3/AFP/APOB/CHGB/TF/TSPAN15/SERPIND1/F9/MSLN/SCG3/VTN/CTSC/APOA5/APOA4/COL9A1/STC2/KNG1/BCHE/COL7A1/EVA1A/PROC/QSOX1/SERPINC1/APOA1/SPP1/CLU/COL10A1/C3/F10/PROZ/CFP/APOE/MATN3/COL4A2/GOLM1/RDH5/LAMC1/MTTP/ERP27/SERPINA10/SLC27A2/IGFBP4/FKBP10/COL8A1/AHSG/IGFBP3/IGFBP1/SERPING1/ITIH2/WNT3A/APOA2/ADAMTS13/COL26A1/ALB/MELTF/GPX8/LIPC/CERCAM/TSPAN5/COL4A3/PCSK9/COL22A1/SDC2/PDGFD/FGG/FGA/SCG2/CES3/CES2/F2/COL18A1/ARSI/F8/NOTUM/PDIA2/COL4A1/WNT7B/COL25A1/SERPINA1/IL27/PDGFA/TOR4A/COLGALT2/CES1/COL15A1/C4A,97
GO:0005782,CC,GO:0005782,peroxisomal matrix,29/3072,51/19886,1.23848741027563e-11,7.26992109831795e-10,5.84044589266824e-10,ACAA1/CRAT/HAO1/LONP2/MLYCD/PHYH/DAO/EHHADH/SCP2/HAO2/HMGCL/ACOT2/EPHX2/CAT/HACL1/HSD17B4/BAAT/GRHPR/IDH1/NUDT7/DHRS4/ACOX1/FABP1/ACOX2/AGXT/ACOT4/PIPOX/ECI2/DDO,29
GO:0031907,CC,GO:0031907,microbody lumen,29/3072,51/19886,1.23848741027563e-11,7.26992109831795e-10,5.84044589266824e-10,ACAA1/CRAT/HAO1/LONP2/MLYCD/PHYH/DAO/EHHADH/SCP2/HAO2/HMGCL/ACOT2/EPHX2/CAT/HACL1/HSD17B4/BAAT/GRHPR/IDH1/NUDT7/DHRS4/ACOX1/FABP1/ACOX2/AGXT/ACOT4/PIPOX/ECI2/DDO,29
